client_id,client_age,customer_since,bank_account,credit_card,mortgage,total_number_of_products,customer_income,customer_debt,city,Bank,Branch,use_of_digital_channels,use_of_branches,bank_service_message
FVDY-7026-YWJM-3463,85,1994,yes,no,yes,3,135834.26,176371.18,San Francisco,Bank of America , Embarcadero,low,medium,"I've had an excellent experience with the bank's mobile check deposits. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
SUSI-3292-IMPU-3724,56,2013,no,yes,no,4,64373,131787.27,Austin,Wells Fargo , Congress Avenue,high,medium,"My experience with the bank has been generally fine, especially regarding average service quality. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
TRKB-6927-MTJO-7755,20,2023,yes,no,no,2,50470.35,296838.91,Seattle,Chase , Seattle Pike Street,high,low,"I've had an excellent experience with the bank's helpful financial advice. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
LAJA-8255-GFMT-0661,21,2022,yes,yes,yes,4,167054.56,270010.19,Chicago,Bank of America , Magnificent Mile,high,medium,"I've had an excellent experience with the bank's mobile check deposits. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
TTZL-0474-GUND-8498,21,2022,yes,no,no,5,193699.9,482862.02,Miami,Wells Fargo , Brickell Avenue,low,low,"My experience with the bank has been generally fine, especially regarding good but glitchy app. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
NRNE-9853-SDCH-8075,34,2009,no,yes,yes,3,145020.63,446732.79,New York,Chase , 5th Avenue,low,medium,"I've had an excellent experience with the bank's mobile check deposits. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
KHCM-2309-ZJTL-3266,56,2019,yes,yes,no,5,113869.94,163951.82,Boston,Bank of America , Boylston Street,high,high,"My recent interactions with the bank have been disappointing, particularly related to hidden banking fees. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
NLZP-5129-KOWZ-9212,42,2011,no,no,yes,3,118930.91,369867.54,Seattle,Chase , Seattle Pike Street,low,high,"My experience with the bank has been generally fine, especially regarding standard credit card offers. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
GDJD-6842-CZKR-4106,60,2011,yes,no,no,5,227691.05,178738.2,Los Angeles,Chase , Downtown LA,high,low,"I've had an excellent experience with the bank's fraud protection efficiency. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
IONU-6870-UZLB-8037,46,2023,no,no,no,0,88127.21,490927.79,Boston,Bank of America , Boylston Street,high,low,"My experience with the bank has been generally fine, especially regarding ordinary mortgage process. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
SSMH-7267-YPLA-0918,26,2017,no,yes,yes,1,235009.12,488888.44,Miami,Wells Fargo , Brickell Avenue,medium,low,"I've had an excellent experience with the bank's reward programs. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
GQQO-9585-FCQM-9132,74,1997,no,no,yes,5,23806.5,319435.06,Los Angeles,Chase , Downtown LA,medium,high,"I've had an excellent experience with the bank's helpful financial advice. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
HNOC-8119-JPQN-6032,36,2007,no,no,no,0,135408.86,131702.29,Austin,Wells Fargo , Congress Avenue,medium,high,"My experience with the bank has been generally fine, especially regarding average service quality. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
TPPQ-6337-XWMB-4188,72,2017,no,yes,yes,3,66213.36,67356.28,Dallas,Wells Fargo , Main Street Dallas,medium,medium,"I've had an excellent experience with the bank's easy credit card replacement. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
OMWI-5645-WBSZ-5461,82,2003,yes,no,no,2,121456.41,458498.25,Los Angeles,Chase , Downtown LA,high,high,"My recent interactions with the bank have been disappointing, particularly related to slow fraud resolution. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
JBTT-0219-ZPUR-9996,47,1996,no,yes,yes,1,147759.69,44364.12,Chicago,Bank of America , Magnificent Mile,high,medium,"My recent interactions with the bank have been disappointing, particularly related to slow fraud resolution. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
